"","DBN","SCH_NAME","Cohort.Year","Cohort.Category","Total_Cohort_Num","Total_Grads_Num","Total_Grads_Pct","Total_Regents_Num","TR_Pct_of_Cohort","TR_Pct_of_Grads","Advanced_Regents_Num","AR_Pct_of_Cohort","AR_Pct_of_Grads","Regents_wo_Advanced_Num","RwA_Pct_of_Cohort","RwA_Pct_of_Grads","Local_Num","Local_Pct_of_Cohort","Local_Pct_of_Grads","Still_Enrolled_Num","Still_Enrolled_Pct","Dropped_Out_Num","Dropped_Out_Pct"
"8177","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2006,"5 Year August",65,40,"61.5%",13,"20.0%","32.5%",0,"0.0%","0.0%",13,"20.0%","32.5%",27,"41.5%","67.5%",1,"1.5%",24,"36.9%"
"8178","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2006,"6 Year",65,42,"64.6%",14,"21.5%","33.3%",0,"0.0%","0.0%",14,"21.5%","33.3%",28,"43.1%","66.7%",2,"3.1%",21,"32.3%"
"8179","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2007,"4 Year  June",68,26,"38.2%",11,"16.2%","42.3%",0,"0.0%","0.0%",11,"16.2%","42.3%",15,"22.1%","57.7%",22,"32.4%",18,"26.5%"
"8180","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2007,"4 Year August",68,32,"47.1%",11,"16.2%","34.4%",0,"0.0%","0.0%",11,"16.2%","34.4%",21,"30.9%","65.6%",16,"23.5%",18,"26.5%"
"8181","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2007,"5 Year  June",67,36,"53.7%",12,"17.9%","33.3%",0,"0.0%","0.0%",12,"17.9%","33.3%",24,"35.8%","66.7%",0,"0.0%",31,"46.3%"
"8182","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2007,"5 Year August",67,37,"55.2%",12,"17.9%","32.4%",0,"0.0%","0.0%",12,"17.9%","32.4%",25,"37.3%","67.6%",0,"0.0%",30,"44.8%"
"8183","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2007,"6 Year",68,39,"57.4%",14,"20.6%","35.9%",0,"0.0%","0.0%",14,"20.6%","35.9%",25,"36.8%","64.1%",0,"0.0%",29,"42.6%"
"8184","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2008,"4 Year  June",98,42,"42.9%",34,"34.7%","81.0%",0,"0.0%","0.0%",34,"34.7%","81.0%",8,"8.2%","19.0%",29,"29.6%",22,"22.4%"
"8185","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2008,"4 Year August",98,48,"49.0%",39,"39.8%","81.3%",0,"0.0%","0.0%",39,"39.8%","81.3%",9,"9.2%","18.8%",23,"23.5%",22,"22.4%"
"8186","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2008,"5 Year  June",93,57,"61.3%",46,"49.5%","80.7%",0,"0.0%","0.0%",46,"49.5%","80.7%",11,"11.8%","19.3%",6,"6.5%",26,"28.0%"
"8187","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2008,"5 Year August",93,57,"61.3%",46,"49.5%","80.7%",0,"0.0%","0.0%",46,"49.5%","80.7%",11,"11.8%","19.3%",6,"6.5%",26,"28.0%"
"8188","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2008,"6 Year",93,60,"64.5%",49,"52.7%","81.7%",0,"0.0%","0.0%",49,"52.7%","81.7%",11,"11.8%","18.3%",3,"3.2%",26,"28.0%"
"8189","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2009,"4 Year  June",90,43,"47.8%",39,"43.3%","90.7%",0,"0.0%","0.0%",39,"43.3%","90.7%",4,"4.4%","9.3%",35,"38.9%",11,"12.2%"
"8190","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2009,"4 Year August",90,51,"56.7%",45,"50.0%","88.2%",0,"0.0%","0.0%",45,"50.0%","88.2%",6,"6.7%","11.8%",27,"30.0%",11,"12.2%"
"8191","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2009,"5 Year  June",89,61,"68.5%",53,"59.6%","86.9%",0,"0.0%","0.0%",53,"59.6%","86.9%",8,"9.0%","13.1%",16,"18.0%",12,"13.5%"
"8192","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2009,"5 Year August",89,62,"69.7%",53,"59.6%","85.5%",0,"0.0%","0.0%",53,"59.6%","85.5%",9,"10.1%","14.5%",15,"16.9%",12,"13.5%"
"8193","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2009,"6 Year",89,65,"73.0%",55,"61.8%","84.6%",0,"0.0%","0.0%",55,"61.8%","84.6%",10,"11.2%","15.4%",12,"13.5%",12,"13.5%"
"8194","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2010,"4 Year  June",95,64,"67.4%",55,"57.9%","85.9%",3,"3.2%","4.7%",52,"54.7%","81.3%",9,"9.5%","14.1%",24,"25.3%",6,"6.3%"
"8195","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2010,"4 Year August",95,69,"72.6%",58,"61.1%","84.1%",3,"3.2%","4.3%",55,"57.9%","79.7%",11,"11.6%","15.9%",19,"20.0%",6,"6.3%"
"8196","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2010,"5 Year  June",91,73,"80.2%",62,"68.1%","84.9%",3,"3.3%","4.1%",59,"64.8%","80.8%",11,"12.1%","15.1%",8,"8.8%",9,"9.9%"
"8197","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2010,"5 Year August",91,73,"80.2%",62,"68.1%","84.9%",3,"3.3%","4.1%",59,"64.8%","80.8%",11,"12.1%","15.1%",8,"8.8%",9,"9.9%"
"8198","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2011,"4 Year  June",118,73,"61.9%",61,"51.7%","83.6%",4,"3.4%","5.5%",57,"48.3%","78.1%",12,"10.2%","16.4%",25,"21.2%",15,"12.7%"
"8199","11X514","THE BRONXWOOD PREPARATORY ACADEMY",2011,"4 Year August",118,75,"63.6%",62,"52.5%","82.7%",4,"3.4%","5.3%",58,"49.2%","77.3%",13,"11.0%","17.3%",23,"19.5%",15,"12.7%"
"8200","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2001,"4 Year  June",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8201","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2001,"5 Year  June",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8202","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2001,"6 Year",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8203","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2002,"4 Year  June",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8204","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2002,"5 Year  June",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8205","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2002,"6 Year",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8206","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2003,"4 Year  June",88,63,"71.6%",20,"22.7%","31.7%",0,"0.0%","0.0%",20,"22.7%","31.7%",43,"48.9%","68.3%",16,"18.2%",6,"6.8%"
"8207","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2003,"5 Year  June",88,71,"80.7%",21,"23.9%","29.6%",0,"0.0%","0.0%",21,"23.9%","29.6%",50,"56.8%","70.4%",2,"2.3%",11,"12.5%"
"8208","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2003,"6 Year",88,71,"80.7%",21,"23.9%","29.6%",0,"0.0%","0.0%",21,"23.9%","29.6%",50,"56.8%","70.4%",2,"2.3%",12,"13.6%"
"8209","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2004,"4 Year  June",88,43,"48.9%",11,"12.5%","25.6%",0,"0.0%","0.0%",11,"12.5%","25.6%",32,"36.4%","74.4%",32,"36.4%",13,"14.8%"
"8210","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2004,"5 Year  June",87,54,"62.1%",12,"13.8%","22.2%",0,"0.0%","0.0%",12,"13.8%","22.2%",42,"48.3%","77.8%",9,"10.3%",20,"23.0%"
"8211","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2004,"6 Year",86,57,"66.3%",12,"14.0%","21.1%",0,"0.0%","0.0%",12,"14.0%","21.1%",45,"52.3%","78.9%",7,"8.1%",20,"23.3%"
"8212","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2005,"4 Year  June",110,57,"51.8%",7,"6.4%","12.3%",0,"0.0%","0.0%",7,"6.4%","12.3%",50,"45.5%","87.7%",31,"28.2%",12,"10.9%"
"8213","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2005,"4 Year August",110,58,"52.7%",7,"6.4%","12.1%",0,"0.0%","0.0%",7,"6.4%","12.1%",51,"46.4%","87.9%",30,"27.3%",12,"10.9%"
"8214","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2005,"5 Year  June",106,67,"63.2%",12,"11.3%","17.9%",0,"0.0%","0.0%",12,"11.3%","17.9%",55,"51.9%","82.1%",14,"13.2%",16,"15.1%"
"8215","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2005,"6 Year",108,73,"67.6%",12,"11.1%","16.4%",0,"0.0%","0.0%",12,"11.1%","16.4%",61,"56.5%","83.6%",3,"2.8%",23,"21.3%"
"8216","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2006,"4 Year  June",116,59,"50.9%",27,"23.3%","45.8%",4,"3.4%","6.8%",23,"19.8%","39.0%",32,"27.6%","54.2%",26,"22.4%",19,"16.4%"
"8217","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2006,"4 Year August",116,62,"53.4%",27,"23.3%","43.5%",4,"3.4%","6.5%",23,"19.8%","37.1%",35,"30.2%","56.5%",23,"19.8%",19,"16.4%"
"8218","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2006,"5 Year  June",113,67,"59.3%",27,"23.9%","40.3%",4,"3.5%","6.0%",23,"20.4%","34.3%",40,"35.4%","59.7%",5,"4.4%",32,"28.3%"
"8219","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2006,"5 Year August",113,67,"59.3%",27,"23.9%","40.3%",4,"3.5%","6.0%",23,"20.4%","34.3%",40,"35.4%","59.7%",5,"4.4%",32,"28.3%"
"8220","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2006,"6 Year",115,68,"59.1%",26,"22.6%","38.2%",4,"3.5%","5.9%",22,"19.1%","32.4%",42,"36.5%","61.8%",4,"3.5%",34,"29.6%"
"8221","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2007,"4 Year  June",103,58,"56.3%",41,"39.8%","70.7%",6,"5.8%","10.3%",35,"34.0%","60.3%",17,"16.5%","29.3%",20,"19.4%",14,"13.6%"
"8222","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2007,"4 Year August",103,59,"57.3%",41,"39.8%","69.5%",6,"5.8%","10.2%",35,"34.0%","59.3%",18,"17.5%","30.5%",19,"18.4%",14,"13.6%"
"8223","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2007,"5 Year  June",103,66,"64.1%",44,"42.7%","66.7%",6,"5.8%","9.1%",38,"36.9%","57.6%",22,"21.4%","33.3%",7,"6.8%",24,"23.3%"
"8224","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2007,"5 Year August",103,67,"65.0%",45,"43.7%","67.2%",6,"5.8%","9.0%",39,"37.9%","58.2%",22,"21.4%","32.8%",6,"5.8%",24,"23.3%"
"8225","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2007,"6 Year",103,67,"65.0%",45,"43.7%","67.2%",6,"5.8%","9.0%",39,"37.9%","58.2%",22,"21.4%","32.8%",2,"1.9%",28,"27.2%"
"8226","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2008,"4 Year  June",109,47,"43.1%",46,"42.2%","97.9%",7,"6.4%","14.9%",39,"35.8%","83.0%",1,"0.9%","2.1%",32,"29.4%",27,"24.8%"
"8227","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2008,"4 Year August",109,49,"45.0%",48,"44.0%","98.0%",7,"6.4%","14.3%",41,"37.6%","83.7%",1,"0.9%","2.0%",30,"27.5%",27,"24.8%"
"8228","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2008,"5 Year  June",104,51,"49.0%",49,"47.1%","96.1%",7,"6.7%","13.7%",42,"40.4%","82.4%",2,"1.9%","3.9%",15,"14.4%",36,"34.6%"
"8229","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2008,"5 Year August",104,54,"51.9%",52,"50.0%","96.3%",7,"6.7%","13.0%",45,"43.3%","83.3%",2,"1.9%","3.7%",12,"11.5%",36,"34.6%"
"8230","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2008,"6 Year",102,58,"56.9%",55,"53.9%","94.8%",7,"6.9%","12.1%",48,"47.1%","82.8%",3,"2.9%","5.2%",5,"4.9%",35,"34.3%"
"8231","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2009,"4 Year  June",109,43,"39.4%",40,"36.7%","93.0%",0,"0.0%","0.0%",40,"36.7%","93.0%",3,"2.8%","7.0%",23,"21.1%",35,"32.1%"
"8232","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2009,"4 Year August",109,48,"44.0%",44,"40.4%","91.7%",0,"0.0%","0.0%",44,"40.4%","91.7%",4,"3.7%","8.3%",19,"17.4%",35,"32.1%"
"8233","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2009,"5 Year  June",101,57,"56.4%",51,"50.5%","89.5%",0,"0.0%","0.0%",51,"50.5%","89.5%",6,"5.9%","10.5%",4,"4.0%",32,"31.7%"
"8234","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2009,"5 Year August",101,57,"56.4%",51,"50.5%","89.5%",0,"0.0%","0.0%",51,"50.5%","89.5%",6,"5.9%","10.5%",4,"4.0%",32,"31.7%"
"8235","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2009,"6 Year",101,57,"56.4%",51,"50.5%","89.5%",0,"0.0%","0.0%",51,"50.5%","89.5%",6,"5.9%","10.5%",4,"4.0%",32,"31.7%"
"8236","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2010,"4 Year  June",45,24,"53.3%",19,"42.2%","79.2%",0,"0.0%","0.0%",19,"42.2%","79.2%",5,"11.1%","20.8%",2,"4.4%",17,"37.8%"
"8237","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2010,"4 Year August",45,24,"53.3%",19,"42.2%","79.2%",0,"0.0%","0.0%",19,"42.2%","79.2%",5,"11.1%","20.8%",2,"4.4%",17,"37.8%"
"8238","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2010,"5 Year  June",45,24,"53.3%",19,"42.2%","79.2%",0,"0.0%","0.0%",19,"42.2%","79.2%",5,"11.1%","20.8%",2,"4.4%",17,"37.8%"
"8239","11X541","GLOBAL ENTERPRISE HIGH SCHOOL",2010,"5 Year August",45,24,"53.3%",19,"42.2%","79.2%",0,"0.0%","0.0%",19,"42.2%","79.2%",5,"11.1%","20.8%",2,"4.4%",17,"37.8%"
"8240","11X542","PELHAM PREPARATORY ACADEMY",2001,"4 Year  June",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8241","11X542","PELHAM PREPARATORY ACADEMY",2001,"5 Year  June",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8242","11X542","PELHAM PREPARATORY ACADEMY",2001,"6 Year",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8243","11X542","PELHAM PREPARATORY ACADEMY",2002,"4 Year  June",88,74,"84.1%",58,"65.9%","78.4%",7,"8.0%","9.5%",51,"58.0%","68.9%",16,"18.2%","21.6%",12,"13.6%",2,"2.3%"
"8244","11X542","PELHAM PREPARATORY ACADEMY",2002,"5 Year  June",88,82,"93.2%",59,"67.0%","72.0%",7,"8.0%","8.5%",52,"59.1%","63.4%",23,"26.1%","28.0%",2,"2.3%",4,"4.5%"
"8245","11X542","PELHAM PREPARATORY ACADEMY",2002,"6 Year",88,82,"93.2%",59,"67.0%","72.0%",7,"8.0%","8.5%",52,"59.1%","63.4%",23,"26.1%","28.0%",1,"1.1%",5,"5.7%"
"8246","11X542","PELHAM PREPARATORY ACADEMY",2003,"4 Year  June",114,100,"87.7%",88,"77.2%","88.0%",18,"15.8%","18.0%",70,"61.4%","70.0%",12,"10.5%","12.0%",10,"8.8%",3,"2.6%"
"8247","11X542","PELHAM PREPARATORY ACADEMY",2003,"5 Year  June",114,106,"93.0%",90,"78.9%","84.9%",19,"16.7%","17.9%",71,"62.3%","67.0%",16,"14.0%","15.1%",2,"1.8%",5,"4.4%"
"8248","11X542","PELHAM PREPARATORY ACADEMY",2003,"6 Year",114,106,"93.0%",90,"78.9%","84.9%",19,"16.7%","17.9%",71,"62.3%","67.0%",16,"14.0%","15.1%",0,"0.0%",6,"5.3%"
"8249","11X542","PELHAM PREPARATORY ACADEMY",2004,"4 Year  June",97,83,"85.6%",59,"60.8%","71.1%",16,"16.5%","19.3%",43,"44.3%","51.8%",24,"24.7%","28.9%",6,"6.2%",7,"7.2%"
"8250","11X542","PELHAM PREPARATORY ACADEMY",2004,"5 Year  June",99,88,"88.9%",59,"59.6%","67.0%",16,"16.2%","18.2%",43,"43.4%","48.9%",29,"29.3%","33.0%",1,"1.0%",10,"10.1%"
"8251","11X542","PELHAM PREPARATORY ACADEMY",2004,"6 Year",98,88,"89.8%",59,"60.2%","67.0%",16,"16.3%","18.2%",43,"43.9%","48.9%",29,"29.6%","33.0%",0,"0.0%",10,"10.2%"
"8252","11X542","PELHAM PREPARATORY ACADEMY",2005,"4 Year  June",105,85,"81.0%",71,"67.6%","83.5%",28,"26.7%","32.9%",43,"41.0%","50.6%",14,"13.3%","16.5%",14,"13.3%",5,"4.8%"
"8253","11X542","PELHAM PREPARATORY ACADEMY",2005,"4 Year August",105,87,"82.9%",71,"67.6%","81.6%",28,"26.7%","32.2%",43,"41.0%","49.4%",16,"15.2%","18.4%",12,"11.4%",5,"4.8%"
"8254","11X542","PELHAM PREPARATORY ACADEMY",2005,"5 Year  June",108,94,"87.0%",75,"69.4%","79.8%",30,"27.8%","31.9%",45,"41.7%","47.9%",19,"17.6%","20.2%",5,"4.6%",8,"7.4%"
"8255","11X542","PELHAM PREPARATORY ACADEMY",2005,"6 Year",108,95,"88.0%",75,"69.4%","78.9%",30,"27.8%","31.6%",45,"41.7%","47.4%",20,"18.5%","21.1%",3,"2.8%",9,"8.3%"
"8256","11X542","PELHAM PREPARATORY ACADEMY",2006,"4 Year  June",111,99,"89.2%",85,"76.6%","85.9%",16,"14.4%","16.2%",69,"62.2%","69.7%",14,"12.6%","14.1%",5,"4.5%",4,"3.6%"
"8257","11X542","PELHAM PREPARATORY ACADEMY",2006,"4 Year August",111,101,"91.0%",86,"77.5%","85.1%",16,"14.4%","15.8%",70,"63.1%","69.3%",15,"13.5%","14.9%",3,"2.7%",4,"3.6%"
"8258","11X542","PELHAM PREPARATORY ACADEMY",2006,"5 Year  June",109,102,"93.6%",86,"78.9%","84.3%",16,"14.7%","15.7%",70,"64.2%","68.6%",16,"14.7%","15.7%",0,"0.0%",6,"5.5%"
"8259","11X542","PELHAM PREPARATORY ACADEMY",2006,"5 Year August",109,102,"93.6%",86,"78.9%","84.3%",16,"14.7%","15.7%",70,"64.2%","68.6%",16,"14.7%","15.7%",0,"0.0%",6,"5.5%"
"8260","11X542","PELHAM PREPARATORY ACADEMY",2006,"6 Year",110,102,"92.7%",86,"78.2%","84.3%",16,"14.5%","15.7%",70,"63.6%","68.6%",16,"14.5%","15.7%",1,"0.9%",6,"5.5%"
"8261","11X542","PELHAM PREPARATORY ACADEMY",2007,"4 Year  June",106,97,"91.5%",90,"84.9%","92.8%",12,"11.3%","12.4%",78,"73.6%","80.4%",7,"6.6%","7.2%",6,"5.7%",2,"1.9%"
"8262","11X542","PELHAM PREPARATORY ACADEMY",2007,"4 Year August",106,99,"93.4%",92,"86.8%","92.9%",12,"11.3%","12.1%",80,"75.5%","80.8%",7,"6.6%","7.1%",4,"3.8%",2,"1.9%"
"8263","11X542","PELHAM PREPARATORY ACADEMY",2007,"5 Year  June",105,99,"94.3%",92,"87.6%","92.9%",12,"11.4%","12.1%",80,"76.2%","80.8%",7,"6.7%","7.1%",3,"2.9%",2,"1.9%"
"8264","11X542","PELHAM PREPARATORY ACADEMY",2007,"5 Year August",105,99,"94.3%",92,"87.6%","92.9%",12,"11.4%","12.1%",80,"76.2%","80.8%",7,"6.7%","7.1%",3,"2.9%",2,"1.9%"
"8265","11X542","PELHAM PREPARATORY ACADEMY",2007,"6 Year",104,99,"95.2%",92,"88.5%","92.9%",12,"11.5%","12.1%",80,"76.9%","80.8%",7,"6.7%","7.1%",2,"1.9%",2,"1.9%"
"8266","11X542","PELHAM PREPARATORY ACADEMY",2008,"4 Year  June",93,78,"83.9%",72,"77.4%","92.3%",15,"16.1%","19.2%",57,"61.3%","73.1%",6,"6.5%","7.7%",13,"14.0%",2,"2.2%"
"8267","11X542","PELHAM PREPARATORY ACADEMY",2008,"4 Year August",93,84,"90.3%",76,"81.7%","90.5%",15,"16.1%","17.9%",61,"65.6%","72.6%",8,"8.6%","9.5%",7,"7.5%",2,"2.2%"
"8268","11X542","PELHAM PREPARATORY ACADEMY",2008,"5 Year  June",91,83,"91.2%",76,"83.5%","91.6%",15,"16.5%","18.1%",61,"67.0%","73.5%",7,"7.7%","8.4%",1,"1.1%",7,"7.7%"
"8269","11X542","PELHAM PREPARATORY ACADEMY",2008,"5 Year August",91,83,"91.2%",76,"83.5%","91.6%",15,"16.5%","18.1%",61,"67.0%","73.5%",7,"7.7%","8.4%",1,"1.1%",7,"7.7%"
"8270","11X542","PELHAM PREPARATORY ACADEMY",2008,"6 Year",91,85,"93.4%",77,"84.6%","90.6%",15,"16.5%","17.6%",62,"68.1%","72.9%",8,"8.8%","9.4%",0,"0.0%",6,"6.6%"
"8271","11X542","PELHAM PREPARATORY ACADEMY",2009,"4 Year  June",113,101,"89.4%",96,"85.0%","95.0%",17,"15.0%","16.8%",79,"69.9%","78.2%",5,"4.4%","5.0%",12,"10.6%",0,"0.0%"
"8272","11X542","PELHAM PREPARATORY ACADEMY",2009,"4 Year August",113,107,"94.7%",102,"90.3%","95.3%",17,"15.0%","15.9%",85,"75.2%","79.4%",5,"4.4%","4.7%",6,"5.3%",0,"0.0%"
"8273","11X542","PELHAM PREPARATORY ACADEMY",2009,"5 Year  June",113,110,"97.3%",105,"92.9%","95.5%",17,"15.0%","15.5%",88,"77.9%","80.0%",5,"4.4%","4.5%",1,"0.9%",2,"1.8%"
"8274","11X542","PELHAM PREPARATORY ACADEMY",2009,"5 Year August",113,110,"97.3%",105,"92.9%","95.5%",17,"15.0%","15.5%",88,"77.9%","80.0%",5,"4.4%","4.5%",1,"0.9%",2,"1.8%"
"8275","11X542","PELHAM PREPARATORY ACADEMY",2009,"6 Year",113,110,"97.3%",105,"92.9%","95.5%",17,"15.0%","15.5%",88,"77.9%","80.0%",5,"4.4%","4.5%",1,"0.9%",2,"1.8%"
"8276","11X542","PELHAM PREPARATORY ACADEMY",2010,"4 Year  June",96,85,"88.5%",79,"82.3%","92.9%",4,"4.2%","4.7%",75,"78.1%","88.2%",6,"6.3%","7.1%",6,"6.3%",4,"4.2%"
"8277","11X542","PELHAM PREPARATORY ACADEMY",2010,"4 Year August",96,85,"88.5%",79,"82.3%","92.9%",4,"4.2%","4.7%",75,"78.1%","88.2%",6,"6.3%","7.1%",6,"6.3%",4,"4.2%"
"8278","11X542","PELHAM PREPARATORY ACADEMY",2010,"5 Year  June",93,87,"93.5%",80,"86.0%","92.0%",4,"4.3%","4.6%",76,"81.7%","87.4%",7,"7.5%","8.0%",1,"1.1%",4,"4.3%"
"8279","11X542","PELHAM PREPARATORY ACADEMY",2010,"5 Year August",93,87,"93.5%",80,"86.0%","92.0%",4,"4.3%","4.6%",76,"81.7%","87.4%",7,"7.5%","8.0%",1,"1.1%",4,"4.3%"
"8280","11X542","PELHAM PREPARATORY ACADEMY",2011,"4 Year  June",111,94,"84.7%",85,"76.6%","90.4%",10,"9.0%","10.6%",75,"67.6%","79.8%",9,"8.1%","9.6%",6,"5.4%",4,"3.6%"
"8281","11X542","PELHAM PREPARATORY ACADEMY",2011,"4 Year August",111,96,"86.5%",87,"78.4%","90.6%",10,"9.0%","10.4%",77,"69.4%","80.2%",9,"8.1%","9.4%",4,"3.6%",4,"3.6%"
"8282","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2001,"4 Year  June",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8283","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2001,"5 Year  June",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8284","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2001,"6 Year",1,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8285","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2002,"4 Year  June",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8286","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2002,"5 Year  June",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8287","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2002,"6 Year",2,NA,"s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s","s",NA,"s",NA,"s"
"8288","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2003,"4 Year  June",83,67,"80.7%",48,"57.8%","71.6%",4,"4.8%","6.0%",44,"53.0%","65.7%",19,"22.9%","28.4%",13,"15.7%",3,"3.6%"
"8289","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2003,"5 Year  June",83,75,"90.4%",52,"62.7%","69.3%",5,"6.0%","6.7%",47,"56.6%","62.7%",23,"27.7%","30.7%",4,"4.8%",4,"4.8%"
"8290","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2003,"6 Year",83,77,"92.8%",52,"62.7%","67.5%",5,"6.0%","6.5%",47,"56.6%","61.0%",25,"30.1%","32.5%",2,"2.4%",3,"3.6%"
"8291","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2004,"4 Year  June",81,69,"85.2%",57,"70.4%","82.6%",19,"23.5%","27.5%",38,"46.9%","55.1%",12,"14.8%","17.4%",8,"9.9%",4,"4.9%"
"8292","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2004,"5 Year  June",88,72,"81.8%",59,"67.0%","81.9%",19,"21.6%","26.4%",40,"45.5%","55.6%",13,"14.8%","18.1%",7,"8.0%",4,"4.5%"
"8293","11X544","HIGH SCHOOL FOR CONTEMPORARY ARTS",2004,"6 Year",86,73,"84.9%",59,"68.6%","80.8%",19,"22.1%","26.0%",40,"46.5%","54.8%",14,"16.3%","19.2%",8,"9.3%",5,"5.8%"
