DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
15K024,P.S. 024,2013-14,699,18,116,110,114,107,118,116,0,0,0,0,0,0,0,345,49.40%,354,50.60%,24,3.40%,4,0.60%,636,91.00%,4,0.60%,31,4.40%,111,15.90%,315,45.10%,671,96.00%
15K024,P.S. 024,2014-15,712,18,118,116,112,119,111,118,0,0,0,0,0,0,0,351,49.30%,361,50.70%,31,4.40%,4,0.60%,646,90.70%,2,0.30%,29,4.10%,120,16.90%,326,45.80%,665,93.40%
15K024,P.S. 024,2015-16,674,31,93,102,105,111,121,111,0,0,0,0,0,0,0,343,50.90%,331,49.10%,33,4.90%,3,0.40%,611,90.70%,2,0.30%,25,3.70%,112,16.60%,313,46.40%,648,96.10%
15K029,P.S. 029 John M. Harrigan,2011-12,708,54,145,117,114,105,88,85,0,0,0,0,0,0,0,380,53.70%,328,46.30%,68,9.60%,48,6.80%,113,16.00%,19,2.70%,460,65.00%,101,14.30%,25,3.50%,140,19.80%
15K029,P.S. 029 John M. Harrigan,2012-13,750,54,152,144,103,115,97,85,0,0,0,0,0,0,0,395,52.70%,355,47.30%,67,8.90%,43,5.70%,100,13.30%,28,3.70%,512,68.30%,110,14.70%,30,4.00%,109,14.50%
15K029,P.S. 029 John M. Harrigan,2013-14,803,54,152,156,136,100,111,94,0,0,0,0,0,0,0,417,51.90%,386,48.10%,59,7.30%,28,3.50%,105,13.10%,29,3.60%,582,72.50%,100,12.50%,23,2.90%,87,10.80%
15K029,P.S. 029 John M. Harrigan,2014-15,846,54,149,165,139,134,98,107,0,0,0,0,0,0,0,437,51.70%,409,48.30%,53,6.30%,31,3.70%,99,11.70%,47,5.60%,616,72.80%,92,10.90%,27,3.20%,88,10.40%
15K029,P.S. 029 John M. Harrigan,2015-16,895,54,164,154,160,138,133,92,0,0,0,0,0,0,0,461,51.50%,434,48.50%,44,4.90%,36,4.00%,102,11.40%,53,5.90%,660,73.70%,98,10.90%,29,3.20%,78,8.70%
15K032,P.S. 032 Samuel Mills Sprole,2011-12,298,31,52,41,54,34,35,51,0,0,0,0,0,0,0,116,38.90%,182,61.10%,14,4.70%,85,28.50%,128,43.00%,0,0.00%,71,23.80%,110,36.90%,29,9.70%,206,69.10%
15K032,P.S. 032 Samuel Mills Sprole,2012-13,345,32,88,61,42,56,31,35,0,0,0,0,0,0,0,155,44.90%,190,55.10%,22,6.40%,90,26.10%,119,34.50%,1,0.30%,113,32.80%,103,29.90%,29,8.40%,214,62.00%
15K032,P.S. 032 Samuel Mills Sprole,2013-14,424,32,94,105,68,46,46,33,0,0,0,0,0,0,0,183,43.20%,241,56.80%,41,9.70%,93,21.90%,123,29.00%,10,2.40%,157,37.00%,130,30.70%,24,5.70%,232,54.70%
15K032,P.S. 032 Samuel Mills Sprole,2014-15,483,34,71,101,119,64,47,47,0,0,0,0,0,0,0,207,42.90%,276,57.10%,41,8.50%,116,24.00%,130,26.90%,8,1.70%,188,38.90%,127,26.30%,25,5.20%,234,48.40%
15K032,P.S. 032 Samuel Mills Sprole,2015-16,497,30,77,74,104,103,63,46,0,0,0,0,0,0,0,218,43.90%,279,56.10%,40,8.00%,110,22.10%,130,26.20%,12,2.40%,205,41.20%,113,22.70%,17,3.40%,234,47.10%
15K038,P.S. 038 The Pacific,2011-12,464,55,92,68,67,58,54,70,0,0,0,0,0,0,0,228,49.10%,236,50.90%,30,6.50%,194,41.80%,156,33.60%,3,0.60%,81,17.50%,84,18.10%,53,11.40%,350,75.40%
15K038,P.S. 038 The Pacific,2012-13,506,72,90,91,71,71,61,50,0,0,0,0,0,0,0,254,50.20%,252,49.80%,61,12.10%,187,37.00%,172,34.00%,3,0.60%,83,16.40%,91,18.00%,76,15.00%,367,72.50%
15K038,P.S. 038 The Pacific,2013-14,504,70,79,65,95,77,65,53,0,0,0,0,0,0,0,258,51.20%,246,48.80%,65,12.90%,187,37.10%,179,35.50%,6,1.20%,67,13.30%,116,23.00%,59,11.70%,362,71.80%
15K038,P.S. 038 The Pacific,2014-15,540,107,70,76,66,86,74,61,0,0,0,0,0,0,0,274,50.70%,266,49.30%,62,11.50%,199,36.90%,167,30.90%,9,1.70%,103,19.10%,102,18.90%,35,6.50%,331,61.30%
15K038,P.S. 038 The Pacific,2015-16,554,110,75,75,79,69,76,70,0,0,0,0,0,0,0,273,49.30%,281,50.70%,73,13.20%,205,37.00%,146,26.40%,16,2.90%,114,20.60%,90,16.20%,30,5.40%,328,59.20%
15K039,P.S. 039 Henry Bristow,2011-12,369,36,63,64,59,50,52,45,0,0,0,0,0,0,0,190,51.50%,179,48.50%,23,6.20%,40,10.80%,71,19.20%,10,2.70%,225,61.00%,60,16.30%,21,5.70%,100,27.10%
15K039,P.S. 039 Henry Bristow,2012-13,380,36,63,64,60,59,49,49,0,0,0,0,0,0,0,192,50.50%,188,49.50%,25,6.60%,33,8.70%,64,16.80%,10,2.60%,248,65.30%,64,16.80%,15,3.90%,91,23.90%
15K039,P.S. 039 Henry Bristow,2013-14,387,36,76,60,61,56,54,44,0,0,0,0,0,0,0,194,50.10%,193,49.90%,25,6.50%,22,5.70%,56,14.50%,9,2.30%,275,71.10%,60,15.50%,10,2.60%,82,21.20%
15K039,P.S. 039 Henry Bristow,2014-15,408,36,72,74,59,57,56,54,0,0,0,0,0,0,0,190,46.60%,218,53.40%,32,7.80%,29,7.10%,45,11.00%,8,2.00%,294,72.10%,59,14.50%,14,3.40%,60,14.70%
15K039,P.S. 039 Henry Bristow,2015-16,422,36,78,71,72,58,56,51,0,0,0,0,0,0,0,192,45.50%,230,54.50%,30,7.10%,25,5.90%,38,9.00%,9,2.10%,320,75.80%,57,13.50%,16,3.80%,62,14.70%
15K051,M.S. 51 William Alexander,2011-12,1074,0,0,0,0,0,0,0,371,326,377,0,0,0,0,618,57.50%,456,42.50%,152,14.20%,147,13.70%,302,28.10%,37,3.40%,436,40.60%,116,10.80%,11,1.00%,406,37.80%
15K051,M.S. 51 William Alexander,2012-13,1069,0,0,0,0,0,0,0,374,370,325,0,0,0,0,618,57.80%,451,42.20%,152,14.20%,133,12.40%,248,23.20%,22,2.10%,514,48.10%,136,12.70%,18,1.70%,346,32.40%
15K051,M.S. 51 William Alexander,2013-14,1116,0,0,0,0,0,0,0,379,368,369,0,0,0,0,653,58.50%,463,41.50%,145,13.00%,155,13.90%,214,19.20%,9,0.80%,593,53.10%,163,14.60%,19,1.70%,312,28.00%
15K051,M.S. 51 William Alexander,2014-15,1123,0,0,0,0,0,0,0,379,379,365,0,0,0,0,628,55.90%,495,44.10%,135,12.00%,115,10.20%,199,17.70%,15,1.30%,659,58.70%,180,16.00%,24,2.10%,238,21.20%
15K051,M.S. 51 William Alexander,2015-16,1128,0,0,0,0,0,0,0,377,375,376,0,0,0,0,628,55.70%,500,44.30%,139,12.30%,113,10.00%,209,18.50%,26,2.30%,641,56.80%,193,17.10%,22,2.00%,269,23.80%
15K058,P.S. 058 The Carroll,2011-12,869,54,163,151,144,138,121,98,0,0,0,0,0,0,0,446,51.30%,423,48.70%,56,6.40%,47,5.40%,139,16.00%,40,4.60%,587,67.50%,158,18.20%,62,7.10%,150,17.30%
15K058,P.S. 058 The Carroll,2012-13,929,54,163,167,148,141,136,120,0,0,0,0,0,0,0,465,50.10%,464,49.90%,55,5.90%,43,4.60%,131,14.10%,61,6.60%,639,68.80%,150,16.10%,76,8.20%,150,16.10%
15K058,P.S. 058 The Carroll,2013-14,944,54,160,153,152,154,141,130,0,0,0,0,0,0,0,460,48.70%,484,51.30%,46,4.90%,29,3.10%,116,12.30%,81,8.60%,672,71.20%,149,15.80%,61,6.50%,128,13.60%
15K058,P.S. 058 The Carroll,2014-15,974,54,152,168,154,150,155,141,0,0,0,0,0,0,0,469,48.20%,505,51.80%,54,5.50%,34,3.50%,115,11.80%,85,8.70%,686,70.40%,141,14.50%,52,5.30%,113,11.60%
15K058,P.S. 058 The Carroll,2015-16,994,54,161,156,168,150,154,151,0,0,0,0,0,0,0,477,48.00%,517,52.00%,40,4.00%,34,3.40%,116,11.70%,91,9.20%,713,71.70%,128,12.90%,53,5.30%,105,10.60%
15K088,J.H.S. 088 Peter Rouget,2011-12,982,0,0,0,0,0,0,0,387,290,305,0,0,0,0,435,44.30%,547,55.70%,150,15.30%,139,14.20%,588,59.90%,8,0.80%,97,9.90%,272,27.70%,120,12.20%,845,86.00%
15K088,J.H.S. 088 Peter Rouget,2012-13,1096,0,0,0,0,0,0,0,439,369,288,0,0,0,0,502,45.80%,594,54.20%,195,17.80%,144,13.10%,632,57.70%,6,0.50%,119,10.90%,300,27.40%,136,12.40%,958,87.40%
15K088,J.H.S. 088 Peter Rouget,2013-14,1206,0,0,0,0,0,0,0,439,408,359,0,0,0,0,596,49.40%,610,50.60%,213,17.70%,160,13.30%,701,58.10%,7,0.60%,125,10.40%,303,25.10%,175,14.50%,1057,87.60%
15K088,J.H.S. 088 Peter Rouget,2014-15,1252,0,0,0,0,0,0,0,441,414,397,0,0,0,0,635,50.70%,617,49.30%,232,18.50%,146,11.70%,743,59.30%,8,0.60%,123,9.80%,321,25.60%,174,13.90%,1029,82.20%
15K088,J.H.S. 088 Peter Rouget,2015-16,1267,0,0,0,0,0,0,0,439,416,412,0,0,0,0,615,48.50%,652,51.50%,230,18.20%,143,11.30%,754,59.50%,7,0.60%,133,10.50%,342,27.00%,149,11.80%,986,77.80%
15K094,P.S. 094 The Henry Longfellow,2011-12,1364,36,233,262,251,209,198,175,0,0,0,0,0,0,0,691,50.70%,673,49.30%,685,50.20%,8,0.60%,622,45.60%,2,0.10%,47,3.40%,99,7.30%,754,55.30%,1319,96.70%
15K094,P.S. 094 The Henry Longfellow,2012-13,1480,18,273,260,274,258,198,199,0,0,0,0,0,0,0,757,51.10%,723,48.90%,779,52.60%,7,0.50%,649,43.90%,2,0.10%,43,2.90%,119,8.00%,902,60.90%,1429,96.60%
15K094,P.S. 094 The Henry Longfellow,2013-14,1519,0,271,276,264,267,254,187,0,0,0,0,0,0,0,787,51.80%,732,48.20%,857,56.40%,8,0.50%,616,40.60%,2,0.10%,36,2.40%,134,8.80%,909,59.80%,1471,96.80%
15K094,P.S. 094 The Henry Longfellow,2014-15,1508,0,254,255,266,262,244,227,0,0,0,0,0,0,0,790,52.40%,718,47.60%,881,58.40%,8,0.50%,593,39.30%,2,0.10%,24,1.60%,131,8.70%,931,61.70%,1468,97.30%
15K094,P.S. 094 The Henry Longfellow,2015-16,1512,0,248,266,250,268,251,229,0,0,0,0,0,0,0,769,50.90%,743,49.10%,929,61.40%,10,0.70%,553,36.60%,2,0.10%,18,1.20%,127,8.40%,828,54.80%,1489,98.50%
15K107,P.S. 107 John W. Kimball,2011-12,555,0,110,98,100,82,92,73,0,0,0,0,0,0,0,286,51.50%,269,48.50%,23,4.10%,40,7.20%,84,15.10%,9,1.60%,399,71.90%,75,13.50%,5,0.90%,67,12.10%
15K107,P.S. 107 John W. Kimball,2012-13,590,0,105,115,96,100,83,91,0,0,0,0,0,0,0,317,53.70%,273,46.30%,26,4.40%,36,6.10%,84,14.20%,15,2.50%,429,72.70%,72,12.20%,3,0.50%,66,11.20%
15K107,P.S. 107 John W. Kimball,2013-14,578,0,101,102,107,95,89,84,0,0,0,0,0,0,0,299,51.70%,279,48.30%,29,5.00%,43,7.40%,77,13.30%,12,2.10%,417,72.10%,71,12.30%,5,0.90%,56,9.70%
15K107,P.S. 107 John W. Kimball,2014-15,571,0,97,103,95,98,90,88,0,0,0,0,0,0,0,297,52.00%,274,48.00%,32,5.60%,33,5.80%,63,11.00%,13,2.30%,430,75.30%,65,11.40%,5,0.90%,45,7.90%
15K107,P.S. 107 John W. Kimball,2015-16,572,0,96,90,105,95,99,87,0,0,0,0,0,0,0,312,54.50%,260,45.50%,39,6.80%,21,3.70%,59,10.30%,13,2.30%,440,76.90%,66,11.50%,8,1.40%,44,7.70%
15K118,The Maurice Sendak Community School,2013-14,82,36,46,0,0,0,0,0,0,0,0,0,0,0,0,40,48.80%,42,51.20%,6,7.30%,5,6.10%,5,6.10%,15,18.30%,51,62.20%,9,11.00%,0,0.00%,5,6.10%
15K118,The Maurice Sendak Community School,2014-15,169,71,50,48,0,0,0,0,0,0,0,0,0,0,0,86,50.90%,83,49.10%,15,8.90%,12,7.10%,20,11.80%,22,13.00%,100,59.20%,23,13.60%,0,0.00%,15,8.90%
15K118,The Maurice Sendak Community School,2015-16,218,67,52,51,48,0,0,0,0,0,0,0,0,0,0,109,50.00%,109,50.00%,12,5.50%,22,10.10%,21,9.60%,30,13.80%,133,61.00%,25,11.50%,0,0.00%,21,9.60%
15K124,P.S. 124 Silas B. Dutcher,2011-12,346,36,73,48,44,42,51,52,0,0,0,0,0,0,0,180,52.00%,166,48.00%,37,10.70%,47,13.60%,203,58.70%,0,0.00%,59,17.10%,42,12.10%,64,18.50%,346,100.00%
15K124,P.S. 124 Silas B. Dutcher,2012-13,342,35,73,48,51,41,45,49,0,0,0,0,0,0,0,169,49.40%,173,50.60%,66,19.30%,39,11.40%,179,52.30%,6,1.80%,52,15.20%,43,12.60%,71,20.80%,342,100.00%
15K124,P.S. 124 Silas B. Dutcher,2013-14,321,36,56,52,51,43,43,40,0,0,0,0,0,0,0,165,51.40%,156,48.60%,62,19.30%,34,10.60%,175,54.50%,7,2.20%,43,13.40%,50,15.60%,68,21.20%,321,100.00%
15K124,P.S. 124 Silas B. Dutcher,2014-15,346,36,72,48,48,52,48,42,0,0,0,0,0,0,0,179,51.70%,167,48.30%,79,22.80%,26,7.50%,185,53.50%,6,1.70%,50,14.50%,53,15.30%,71,20.50%,346,100.00%
15K124,P.S. 124 Silas B. Dutcher,2015-16,341,30,69,63,45,40,52,42,0,0,0,0,0,0,0,196,57.50%,145,42.50%,74,21.70%,20,5.90%,175,51.30%,12,3.50%,60,17.60%,53,15.50%,60,17.60%,341,100.00%
15K130,P.S. 130 The Parkside,2011-12,640,69,107,103,92,98,75,96,0,0,0,0,0,0,0,323,50.50%,317,49.50%,159,24.80%,84,13.10%,213,33.30%,19,3.00%,165,25.80%,94,14.70%,62,9.70%,640,100.00%
15K130,P.S. 130 The Parkside,2012-13,626,36,120,106,102,88,102,72,0,0,0,0,0,0,0,312,49.80%,314,50.20%,145,23.20%,75,12.00%,210,33.50%,22,3.50%,174,27.80%,95,15.20%,74,11.80%,626,100.00%
15K130,P.S. 130 The Parkside,2013-14,698,53,119,119,108,100,92,107,0,0,0,0,0,0,0,344,49.30%,354,50.70%,155,22.20%,73,10.50%,230,33.00%,32,4.60%,208,29.80%,118,16.90%,102,14.60%,698,100.00%
15K130,P.S. 130 The Parkside,2014-15,685,50,125,107,118,98,100,87,0,0,0,0,0,0,0,333,48.60%,352,51.40%,146,21.30%,57,8.30%,210,30.70%,35,5.10%,237,34.60%,125,18.20%,125,18.20%,685,100.00%
15K130,P.S. 130 The Parkside,2015-16,770,72,151,129,101,121,100,96,0,0,0,0,0,0,0,384,49.90%,386,50.10%,153,19.90%,55,7.10%,207,26.90%,44,5.70%,311,40.40%,131,17.00%,113,14.70%,770,100.00%
15K131,P.S. 131 Brooklyn,2011-12,1034,108,172,183,170,137,139,125,0,0,0,0,0,0,0,520,50.30%,514,49.70%,345,33.40%,14,1.40%,598,57.80%,4,0.40%,73,7.10%,97,9.40%,419,40.50%,1034,100.00%
15K131,P.S. 131 Brooklyn,2012-13,1073,108,174,184,174,164,131,138,0,0,0,0,0,0,0,518,48.30%,555,51.70%,370,34.50%,14,1.30%,614,57.20%,1,0.10%,74,6.90%,120,11.20%,440,41.00%,1073,100.00%
15K131,P.S. 131 Brooklyn,2013-14,1117,108,173,188,194,169,156,129,0,0,0,0,0,0,0,527,47.20%,590,52.80%,362,32.40%,16,1.40%,644,57.70%,5,0.40%,90,8.10%,170,15.20%,469,42.00%,1117,100.00%
15K131,P.S. 131 Brooklyn,2014-15,1154,70,171,204,192,189,170,158,0,0,0,0,0,0,0,556,48.20%,598,51.80%,384,33.30%,13,1.10%,652,56.50%,3,0.30%,102,8.80%,172,14.90%,538,46.60%,1154,100.00%
15K131,P.S. 131 Brooklyn,2015-16,1085,36,147,181,197,176,183,165,0,0,0,0,0,0,0,515,47.50%,570,52.50%,374,34.50%,11,1.00%,600,55.30%,3,0.30%,97,8.90%,160,14.70%,462,42.60%,1085,100.00%
15K136,I.S. 136 Charles O. Dewey,2011-12,490,0,0,0,0,0,0,0,158,158,174,0,0,0,0,223,45.50%,267,54.50%,34,6.90%,11,2.20%,419,85.50%,1,0.20%,25,5.10%,118,24.10%,202,41.20%,464,94.70%
15K136,I.S. 136 Charles O. Dewey,2012-13,451,0,0,0,0,0,0,0,129,153,169,0,0,0,0,203,45.00%,248,55.00%,29,6.40%,7,1.60%,391,86.70%,1,0.20%,23,5.10%,117,25.90%,210,46.60%,431,95.60%
15K136,I.S. 136 Charles O. Dewey,2013-14,487,0,0,0,0,0,0,0,166,150,171,0,0,0,0,214,43.90%,273,56.10%,32,6.60%,9,1.80%,420,86.20%,0,0.00%,26,5.30%,119,24.40%,204,41.90%,472,96.90%
15K136,I.S. 136 Charles O. Dewey,2014-15,484,0,0,0,0,0,0,0,155,176,153,0,0,0,0,214,44.20%,270,55.80%,29,6.00%,13,2.70%,412,85.10%,2,0.40%,28,5.80%,109,22.50%,185,38.20%,465,96.10%
15K136,I.S. 136 Charles O. Dewey,2015-16,495,0,0,0,0,0,0,0,155,155,185,0,0,0,0,219,44.20%,276,55.80%,29,5.90%,14,2.80%,416,84.00%,3,0.60%,33,6.70%,117,23.60%,180,36.40%,469,94.70%
15K146,P.S. 146,2011-12,638,36,106,106,98,100,97,95,0,0,0,0,0,0,0,320,50.20%,318,49.80%,43,6.70%,192,30.10%,159,24.90%,9,1.40%,235,36.80%,187,29.30%,24,3.80%,187,29.30%
15K146,P.S. 146,2012-13,646,36,100,107,105,102,97,99,0,0,0,0,0,0,0,319,49.40%,327,50.60%,43,6.70%,183,28.30%,153,23.70%,17,2.60%,250,38.70%,179,27.70%,26,4.00%,178,27.60%
15K146,P.S. 146,2013-14,664,36,104,108,111,99,104,102,0,0,0,0,0,0,0,318,47.90%,346,52.10%,47,7.10%,172,25.90%,144,21.70%,28,4.20%,273,41.10%,198,29.80%,24,3.60%,176,26.50%
15K146,P.S. 146,2014-15,659,36,100,104,104,111,100,104,0,0,0,0,0,0,0,321,48.70%,338,51.30%,40,6.10%,161,24.40%,144,21.90%,43,6.50%,271,41.10%,197,29.90%,16,2.40%,191,29.00%
15K146,P.S. 146,2015-16,652,36,100,103,101,107,104,101,0,0,0,0,0,0,0,308,47.20%,344,52.80%,34,5.20%,130,19.90%,146,22.40%,55,8.40%,287,44.00%,187,28.70%,13,2.00%,156,23.90%
15K154,Magnet School for Science & Technology,2011-12,441,18,71,91,81,72,51,57,0,0,0,0,0,0,0,228,51.70%,213,48.30%,32,7.30%,30,6.80%,105,23.80%,13,2.90%,261,59.20%,66,15.00%,32,7.30%,113,25.60%
15K154,Magnet School for Science & Technology,2012-13,498,18,106,84,91,77,73,49,0,0,0,0,0,0,0,263,52.80%,235,47.20%,49,9.80%,26,5.20%,103,20.70%,16,3.20%,304,61.00%,83,16.70%,49,9.80%,125,25.10%
15K154,The Windsor Terrace School,2013-14,546,18,107,101,86,88,76,70,0,0,0,0,0,0,0,277,50.70%,269,49.30%,45,8.20%,24,4.40%,112,20.50%,27,4.90%,338,61.90%,102,18.70%,36,6.60%,105,19.20%
15K154,The Windsor Terrace School,2014-15,547,0,121,98,88,81,84,75,0,0,0,0,0,0,0,285,52.10%,262,47.90%,38,6.90%,18,3.30%,107,19.60%,38,6.90%,346,63.30%,99,18.10%,33,6.00%,98,17.90%
15K154,The Windsor Terrace School,2015-16,534,0,86,117,89,83,78,81,0,0,0,0,0,0,0,284,53.20%,250,46.80%,33,6.20%,14,2.60%,104,19.50%,39,7.30%,344,64.40%,91,17.00%,26,4.90%,89,16.70%
15K169,P.S. 169 Sunset Park,2011-12,1459,0,205,302,268,232,250,202,0,0,0,0,0,0,0,688,47.20%,771,52.80%,631,43.20%,14,1.00%,719,49.30%,2,0.10%,93,6.40%,164,11.20%,655,44.90%,1459,100.00%
15K169,P.S. 169 Sunset Park,2012-13,1573,0,228,326,304,252,232,231,0,0,0,0,0,0,0,766,48.70%,807,51.30%,705,44.80%,13,0.80%,758,48.20%,3,0.20%,94,6.00%,193,12.30%,717,45.60%,1573,100.00%
15K169,P.S. 169 Sunset Park,2013-14,1636,0,227,333,317,283,251,225,0,0,0,0,0,0,0,792,48.40%,844,51.60%,757,46.30%,24,1.50%,774,47.30%,3,0.20%,78,4.80%,237,14.50%,685,41.90%,1636,100.00%
15K169,P.S. 169 Sunset Park,2014-15,1661,0,223,288,340,303,262,245,0,0,0,0,0,0,0,801,48.20%,860,51.80%,852,51.30%,23,1.40%,711,42.80%,3,0.20%,72,4.30%,258,15.50%,739,44.50%,1661,100.00%
15K169,P.S. 169 Sunset Park,2015-16,1624,0,235,241,275,329,287,257,0,0,0,0,0,0,0,791,48.70%,833,51.30%,860,53.00%,21,1.30%,668,41.10%,6,0.40%,69,4.20%,228,14.00%,748,46.10%,1624,100.00%
15K172,P.S. 172 Beacon School of Excellence,2011-12,587,54,99,98,93,87,88,68,0,0,0,0,0,0,0,302,51.40%,285,48.60%,19,3.20%,21,3.60%,472,80.40%,1,0.20%,74,12.60%,141,24.00%,178,30.30%,527,89.80%
15K172,P.S. 172 Beacon School of Excellence,2012-13,621,54,99,102,101,91,85,89,0,0,0,0,0,0,0,302,48.60%,319,51.40%,24,3.90%,22,3.50%,501,80.70%,1,0.20%,73,11.80%,165,26.60%,161,25.90%,559,90.00%
15K172,P.S. 172 Beacon School of Excellence,2013-14,612,52,94,101,100,101,82,82,0,0,0,0,0,0,0,302,49.30%,310,50.70%,29,4.70%,25,4.10%,483,78.90%,1,0.20%,74,12.10%,167,27.30%,161,26.30%,545,89.10%
15K172,P.S. 172 Beacon School of Excellence,2014-15,597,54,87,88,101,90,96,81,0,0,0,0,0,0,0,276,46.20%,321,53.80%,37,6.20%,24,4.00%,461,77.20%,2,0.30%,73,12.20%,157,26.30%,148,24.80%,523,87.60%
15K172,P.S. 172 Beacon School of Excellence,2015-16,587,36,98,84,88,98,90,93,0,0,0,0,0,0,0,285,48.60%,302,51.40%,37,6.30%,22,3.70%,452,77.00%,1,0.20%,75,12.80%,154,26.20%,149,25.40%,501,85.30%
15K230,P.S. 230 Doris L. Cohen,2011-12,1356,124,214,211,219,209,196,183,0,0,0,0,0,0,0,677,49.90%,679,50.10%,599,44.20%,35,2.60%,407,30.00%,12,0.90%,303,22.30%,211,15.60%,438,32.30%,1356,100.00%
15K230,P.S. 230 Doris L. Cohen,2012-13,1379,126,215,205,206,222,206,199,0,0,0,0,0,0,0,677,49.10%,702,50.90%,629,45.60%,34,2.50%,403,29.20%,16,1.20%,297,21.50%,241,17.50%,421,30.50%,1379,100.00%
15K230,P.S. 230 Doris L. Cohen,2013-14,1355,126,207,216,190,198,213,205,0,0,0,0,0,0,0,639,47.20%,716,52.80%,622,45.90%,27,2.00%,405,29.90%,23,1.70%,278,20.50%,239,17.60%,392,28.90%,1355,100.00%
15K230,P.S. 230 Doris L. Cohen,2014-15,1319,125,192,191,215,191,192,213,0,0,0,0,0,0,0,625,47.40%,694,52.60%,618,46.90%,22,1.70%,415,31.50%,14,1.10%,250,19.00%,220,16.70%,445,33.70%,1319,100.00%
15K230,P.S. 230 Doris L. Cohen,2015-16,1210,72,195,183,194,209,176,181,0,0,0,0,0,0,0,571,47.20%,639,52.80%,569,47.00%,18,1.50%,387,32.00%,17,1.40%,219,18.10%,198,16.40%,370,30.60%,1210,100.00%
15K261,P.S. 261 Philip Livingston,2011-12,822,36,128,135,116,141,135,131,0,0,0,0,0,0,0,411,50.00%,411,50.00%,46,5.60%,238,29.00%,218,26.50%,20,2.40%,300,36.50%,164,20.00%,78,9.50%,376,45.70%
15K261,P.S. 261 Philip Livingston,2012-13,822,36,135,135,122,119,140,134,1,0,0,0,0,0,0,416,50.60%,406,49.40%,54,6.60%,231,28.10%,209,25.40%,27,3.30%,301,36.60%,151,18.40%,63,7.70%,349,42.50%
15K261,P.S. 261 Philip Livingston,2013-14,817,36,132,142,123,122,127,134,0,1,0,0,0,0,0,404,49.40%,413,50.60%,48,5.90%,219,26.80%,208,25.50%,28,3.40%,314,38.40%,167,20.40%,65,8.00%,359,43.90%
15K261,P.S. 261 Philip Livingston,2014-15,803,36,136,126,133,118,119,134,0,0,1,0,0,0,0,369,46.00%,434,54.00%,47,5.90%,224,27.90%,185,23.00%,35,4.40%,312,38.90%,164,20.40%,45,5.60%,327,40.70%
15K261,P.S. 261 Philip Livingston,2015-16,797,36,145,122,128,130,114,122,0,0,0,0,0,0,0,375,47.10%,422,52.90%,41,5.10%,232,29.10%,174,21.80%,40,5.00%,310,38.90%,158,19.80%,41,5.10%,316,39.60%
15K295,P.S. 295,2011-12,458,53,88,73,73,53,60,58,0,0,0,0,0,0,0,220,48.00%,238,52.00%,21,4.60%,40,8.70%,234,51.10%,15,3.30%,148,32.30%,114,24.90%,76,16.60%,458,100.00%
15K295,P.S. 295,2012-13,481,51,99,87,65,69,57,53,0,0,0,0,0,0,0,238,49.50%,243,50.50%,31,6.40%,37,7.70%,244,50.70%,17,3.50%,152,31.60%,113,23.50%,83,17.30%,481,100.00%
15K295,P.S. 295,2013-14,509,50,77,106,81,73,68,54,0,0,0,0,0,0,0,256,50.30%,253,49.70%,49,9.60%,36,7.10%,239,47.00%,23,4.50%,162,31.80%,122,24.00%,102,20.00%,509,100.00%
15K295,P.S. 295,2014-15,519,36,80,85,94,83,79,62,0,0,0,0,0,0,0,250,48.20%,269,51.80%,62,11.90%,39,7.50%,242,46.60%,23,4.40%,153,29.50%,131,25.20%,94,18.10%,519,100.00%
15K295,P.S. 295,2015-16,489,34,69,69,71,92,77,77,0,0,0,0,0,0,0,232,47.40%,257,52.60%,54,11.00%,27,5.50%,229,46.80%,24,4.90%,155,31.70%,123,25.20%,80,16.40%,489,100.00%
15K321,P.S. 321 William Penn,2011-12,1402,18,261,247,226,246,206,198,0,0,0,0,0,0,0,701,50.00%,701,50.00%,98,7.00%,115,8.20%,146,10.40%,52,3.70%,991,70.70%,173,12.30%,24,1.70%,150,10.70%
15K321,P.S. 321 William Penn,2012-13,1451,15,270,259,253,218,242,194,0,0,0,0,0,0,0,733,50.50%,718,49.50%,107,7.40%,113,7.80%,135,9.30%,49,3.40%,1047,72.20%,187,12.90%,18,1.20%,155,10.70%
15K321,P.S. 321 William Penn,2013-14,1480,0,236,275,264,257,219,229,0,0,0,0,0,0,0,761,51.40%,719,48.60%,106,7.20%,98,6.60%,130,8.80%,68,4.60%,1078,72.80%,202,13.60%,21,1.40%,132,8.90%
15K321,P.S. 321 William Penn,2014-15,1472,0,260,241,266,258,239,208,0,0,0,0,0,0,0,748,50.80%,724,49.20%,95,6.50%,71,4.80%,122,8.30%,79,5.40%,1105,75.10%,203,13.80%,22,1.50%,117,7.90%
15K321,P.S. 321 William Penn,2015-16,1459,0,233,258,229,254,255,230,0,0,0,0,0,0,0,724,49.60%,735,50.40%,96,6.60%,63,4.30%,116,8.00%,85,5.80%,1099,75.30%,192,13.20%,29,2.00%,110,7.50%
