´ŽèSchoolName,CONTENT_AREA,CATEGORY,TYPE,GRADE_SUBJECT,YEAR,ACCOUNTABLE,PARTICIPANT,REPORTABLE,LEVEL_NOT_DETERMINED,LEVEL_NOT_DETERMINED_PCT,BELOW_BASIC,BELOW_BASIC_PCT,BASIC,BASIC_PCT,PROFICIENT,PROFICIENT_PCT,ADVANCED,ADVANCED_PCT,MAP_INDEX,MEAN_SCALE_SCORE,MEDIAN_TERRANOVA
LYON AT BLOW ELEM.  (5180),Mathematics,Total,Total,Seventh Grade,2015,66,,66,*,*,49,74.2,13,19.7,*,6.1,*,*,,2437.7,--
LYON AT BLOW ELEM.  (5180),Mathematics,Total,Total,Eighth Grade,2015,63,,63,*,*,40,63.5,16,25.4,*,11.1,*,*,,2469,--
LYON AT BLOW ELEM.  (5180),Science,Total,Total,Fifth Grade,2015,36,,36,*,*,24,66.7,*,19.4,*,8.3,*,5.6,,618.8,--
LYON AT BLOW ELEM.  (5180),Science,Total,Total,Eighth Grade,2015,62,,62,*,*,21,33.9,32,51.6,*,14.5,*,*,,672.9,--
MALLINCKRODT A.B.I. ELEM.  (5240),Eng. Language Arts,Total,Total,Third Grade,2015,40,,40,*,*,*,*,*,*,*,12.5,35,87.5,,2550.3,--
MALLINCKRODT A.B.I. ELEM.  (5240),Eng. Language Arts,Total,Total,Fourth Grade,2015,36,,36,*,*,*,8.3,*,5.6,*,25,22,61.1,,2548.7,--
MALLINCKRODT A.B.I. ELEM.  (5240),Eng. Language Arts,Total,Total,Fifth Grade,2015,39,,39,*,*,*,15.4,*,23.1,14,35.9,10,25.6,,2528.8,--
MALLINCKRODT A.B.I. ELEM.  (5240),Mathematics,Total,Total,Third Grade,2015,40,,40,*,*,*,*,*,5,14,35,24,60,,2510.6,--
MALLINCKRODT A.B.I. ELEM.  (5240),Mathematics,Total,Total,Fourth Grade,2015,36,,36,*,*,*,11.1,*,16.7,16,44.4,10,27.8,,2509.8,--
MALLINCKRODT A.B.I. ELEM.  (5240),Mathematics,Total,Total,Fifth Grade,2015,39,,39,*,*,11,28.2,15,38.5,*,15.4,*,17.9,,2498.2,--
MALLINCKRODT A.B.I. ELEM.  (5240),Science,Total,Total,Fifth Grade,2015,39,,39,*,*,*,7.7,20,51.3,10,25.6,*,15.4,,663.4,--
MANN ELEM.  (5260),Eng. Language Arts,Total,Total,Third Grade,2015,40,,39,*,*,20,51.3,*,23.1,*,20.5,*,5.1,,2378.2,--
MANN ELEM.  (5260),Eng. Language Arts,Total,Total,Fourth Grade,2015,33,,32,*,*,13,40.6,*,28.1,*,15.6,*,15.6,,2452.1,--
MANN ELEM.  (5260),Eng. Language Arts,Total,Total,Fifth Grade,2015,37,,36,*,*,17,47.2,*,19.4,10,27.8,*,5.6,,2459,--
MANN ELEM.  (5260),Eng. Language Arts,Total,Total,Sixth Grade,2015,27,,27,*,*,*,29.6,11,40.7,*,18.5,*,11.1,,2494.2,--
MANN ELEM.  (5260),Mathematics,Total,Total,Third Grade,2015,40,,40,*,*,21,52.5,*,22.5,*,17.5,*,7.5,,2389.2,--
MANN ELEM.  (5260),Mathematics,Total,Total,Fourth Grade,2015,32,,32,*,*,16,50,12,37.5,*,6.3,*,6.3,,2425.1,--
MANN ELEM.  (5260),Mathematics,Total,Total,Fifth Grade,2015,37,,37,*,*,19,51.4,12,32.4,*,16.2,*,*,,2450.1,--
MANN ELEM.  (5260),Mathematics,Total,Total,Sixth Grade,2015,27,,27,*,*,14,51.9,10,37,*,7.4,*,*,,2460.8,--
MANN ELEM.  (5260),Science,Total,Total,Fifth Grade,2015,39,,39,*,*,11,28.2,17,43.6,*,20.5,*,7.7,,641.6,--
MASON ELEM.  (5340),Eng. Language Arts,Total,Total,Third Grade,2015,55,,55,*,*,11,20,17,30.9,10,18.2,17,30.9,,2432.6,--
MASON ELEM.  (5340),Eng. Language Arts,Total,Total,Fourth Grade,2015,43,,43,*,*,15,34.9,*,16.3,15,34.9,*,14,,2458.3,--
MASON ELEM.  (5340),Eng. Language Arts,Total,Total,Fifth Grade,2015,44,,44,*,*,*,15.9,12,27.3,21,47.7,*,9.1,,2499.9,--
MASON ELEM.  (5340),Eng. Language Arts,Total,Total,Sixth Grade,2015,39,,39,*,*,*,12.8,15,38.5,11,28.2,*,20.5,,2530.3,--
MASON ELEM.  (5340),Mathematics,Total,Total,Third Grade,2015,55,,55,*,*,11,20,18,32.7,14,25.5,12,21.8,,2433,--
MASON ELEM.  (5340),Mathematics,Total,Total,Fourth Grade,2015,43,,43,*,*,*,16.3,17,39.5,15,34.9,*,9.3,,2467.8,--
MASON ELEM.  (5340),Mathematics,Total,Total,Fifth Grade,2015,44,,44,*,*,16,36.4,17,38.6,*,20.5,*,*,,2482.2,--
MASON ELEM.  (5340),Mathematics,Total,Total,Sixth Grade,2015,39,,39,*,*,*,20.5,13,33.3,11,28.2,*,17.9,,2541,--
MASON ELEM.  (5340),Science,Total,Total,Fifth Grade,2015,44,,44,*,*,*,13.6,25,56.8,10,22.7,*,6.8,,651.8,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Eng. Language Arts,Total,Total,Sixth Grade,2015,113,,113,*,*,*,*,*,8,43,38.1,58,51.3,,2617.3,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Eng. Language Arts,Total,Total,Seventh Grade,2015,102,,102,*,*,*,*,18,17.6,49,48,32,31.4,,2611.7,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Eng. Language Arts,Total,Total,Eighth Grade,2015,89,,89,*,*,*,*,10,11.2,47,52.8,31,34.8,,2648.4,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Eng. Language Arts,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,75,*,*,*,*,*,25,,0,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Mathematics,Total,Total,Sixth Grade,2015,112,,112,*,*,10,8.9,32,28.6,26,23.2,44,39.3,,2587,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Mathematics,Total,Total,Seventh Grade,2015,82,,82,*,*,10,12.2,29,35.4,29,35.4,14,17.1,,2572,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Mathematics,Total,Total,Eighth Grade,2015,56,,56,*,*,*,12.5,19,33.9,18,32.1,12,21.4,,2604.7,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Mathematics,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,75,*,*,*,25,*,*,,0,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Science,Total,Total,Eighth Grade,2015,89,,89,*,*,*,*,12,13.5,52,58.4,24,27,,723.8,--
MCKINLEY CLASS. LEADERSHIP AC.  (1570),Science,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,0,--
MERAMEC ELEM.  (5500),Eng. Language Arts,Total,Total,Third Grade,2015,28,,27,*,*,16,59.3,*,25.9,*,14.8,*,*,,2336.9,--
MERAMEC ELEM.  (5500),Eng. Language Arts,Total,Total,Fourth Grade,2015,33,,29,*,12.1,13,44.8,*,31,*,13.8,*,10.3,,2420.7,--
MERAMEC ELEM.  (5500),Eng. Language Arts,Total,Total,Fifth Grade,2015,35,,35,*,*,20,57.1,*,17.1,*,20,*,5.7,,2425.4,--
MERAMEC ELEM.  (5500),Mathematics,Total,Total,Third Grade,2015,28,,28,*,*,18,64.3,*,28.6,*,7.1,*,*,,2343.6,--
MERAMEC ELEM.  (5500),Mathematics,Total,Total,Fourth Grade,2015,33,,33,*,*,16,48.5,12,36.4,*,12.1,*,*,,2415.3,--
MERAMEC ELEM.  (5500),Mathematics,Total,Total,Fifth Grade,2015,35,,35,*,*,23,65.7,*,14.3,*,11.4,*,8.6,,2432.9,--
MERAMEC ELEM.  (5500),Science,Total,Total,Fifth Grade,2015,35,,35,*,*,20,57.1,12,34.3,*,5.7,*,*,,611.8,--
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Third Grade,2015,48,,48,*,*,35,72.9,10,20.8,*,*,*,*,,2330.9,--
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fourth Grade,2015,50,,50,*,*,34,68,*,18,*,*,*,10,,2379.7,--
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fifth Grade,2015,35,,34,*,*,24,70.6,*,14.7,*,8.8,*,5.9,,2404.4,--
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Sixth Grade,2015,23,,23,*,*,12,52.2,*,39.1,*,8.7,*,*,,2449.4,--
MONROE ELEM.  (5560),Mathematics,Total,Total,Third Grade,2015,48,,48,*,*,43,89.6,*,8.3,*,*,*,*,,2324,--
MONROE ELEM.  (5560),Mathematics,Total,Total,Fourth Grade,2015,50,,50,*,*,38,76,*,12,*,12,*,*,,2382.7,--
MONROE ELEM.  (5560),Mathematics,Total,Total,Fifth Grade,2015,35,,35,*,*,29,82.9,*,14.3,*,*,*,*,,2394.1,--
MONROE ELEM.  (5560),Mathematics,Total,Total,Sixth Grade,2015,23,,23,*,*,11,47.8,*,8.7,*,13,*,30.4,,2489.2,--
MONROE ELEM.  (5560),Science,Total,Total,Fifth Grade,2015,35,,35,*,*,19,54.3,15,42.9,*,*,*,*,,613.1,--
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Third Grade,2015,72,,72,*,*,29,40.3,24,33.3,*,12.5,10,13.9,,2397.1,--
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fourth Grade,2015,64,,64,*,*,33,51.6,15,23.4,13,20.3,*,*,,2413.5,--
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fifth Grade,2015,64,,64,*,*,36,56.3,13,20.3,15,23.4,*,*,,2425,--
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Third Grade,2015,72,,72,*,*,21,29.2,26,36.1,18,25,*,9.7,,2408.4,--
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fourth Grade,2015,64,,64,*,*,32,50,26,40.6,*,9.4,*,*,,2411.9,--
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fifth Grade,2015,64,,64,*,*,42,65.6,18,28.1,*,6.3,*,*,,2429,--
MULLANPHY BOTANICAL GARDENS  (5590),Science,Total,Total,Fifth Grade,2015,64,,64,*,*,27,42.2,23,35.9,10,15.6,*,6.3,,635.6,--
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Third Grade,2015,53,,50,*,5.7,22,44,13,26,*,10,10,20,,2391.4,--
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fourth Grade,2015,39,,34,*,12.8,15,44.1,*,17.6,*,20.6,*,17.6,,2436.9,--
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fifth Grade,2015,49,,45,*,8.2,22,48.9,*,20,*,17.8,*,13.3,,2438.4,--
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Third Grade,2015,53,,53,*,*,31,58.5,12,22.6,*,15.1,*,*,,2361.4,--
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fourth Grade,2015,39,,39,*,*,20,51.3,13,33.3,*,12.8,*,*,,2422.1,--
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fifth Grade,2015,49,,49,*,*,26,53.1,12,24.5,*,16.3,*,6.1,,2446.9,--
OAK HILL ELEM.  (5600),Science,Total,Total,Fifth Grade,2015,49,,49,*,*,17,34.7,23,46.9,*,12.2,*,6.1,,632.5,--
PEABODY ELEM.  (5620),Eng. Language Arts,Total,Total,Third Grade,2015,43,,43,*,*,32,74.4,*,11.6,*,11.6,*,*,,2335.6,--
PEABODY ELEM.  (5620),Eng. Language Arts,Total,Total,Fourth Grade,2015,30,,30,*,*,19,63.3,*,20,*,13.3,*,*,,2395.7,--
PEABODY ELEM.  (5620),Eng. Language Arts,Total,Total,Fifth Grade,2015,22,,22,*,*,13,59.1,*,27.3,*,13.6,*,*,,2409.7,--
PEABODY ELEM.  (5620),Mathematics,Total,Total,Third Grade,2015,43,,43,*,*,28,65.1,11,25.6,*,7,*,*,,2340.6,--
PEABODY ELEM.  (5620),Mathematics,Total,Total,Fourth Grade,2015,29,,29,*,*,18,62.1,10,34.5,*,*,*,*,,2397.8,--
PEABODY ELEM.  (5620),Mathematics,Total,Total,Fifth Grade,2015,23,,23,*,*,18,78.3,*,21.7,*,*,*,*,,2399.1,--
PEABODY ELEM.  (5620),Science,Total,Total,Fifth Grade,2015,23,,23,*,*,11,47.8,12,52.2,*,*,*,*,,618.2,--
ROOSEVELT HIGH  (1680),Eng. Language Arts,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,25,*,*,*,50,*,25,,0,--
ROOSEVELT HIGH  (1680),Mathematics,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,25,*,75,*,*,*,*,,0,--
ROOSEVELT HIGH  (1680),Science,Total,Total,Eleventh Grade,2015,*,,*,*,20,*,25,*,25,*,*,*,50,,0,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Eng. Language Arts,Total,Total,Third Grade,2015,66,,66,*,*,20,30.3,17,25.8,16,24.2,13,19.7,,2422.9,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Eng. Language Arts,Total,Total,Fourth Grade,2015,68,,68,*,*,32,47.1,12,17.6,14,20.6,10,14.7,,2433.4,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Eng. Language Arts,Total,Total,Fifth Grade,2015,71,,71,*,*,24,33.8,23,32.4,21,29.6,*,*,,2468.2,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Mathematics,Total,Total,Third Grade,2015,66,,66,*,*,19,28.8,25,37.9,20,30.3,*,*,,2411.5,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Mathematics,Total,Total,Fourth Grade,2015,68,,68,*,*,23,33.8,35,51.5,*,10.3,*,*,,2435.4,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Mathematics,Total,Total,Fifth Grade,2015,71,,71,*,*,37,52.1,27,38,*,7,*,*,,2453.5,--
SHAW VISUAL/PERF. ARTS CTR.  (5780),Science,Total,Total,Fifth Grade,2015,71,,71,*,*,15,21.1,44,62,10,14.1,*,*,,644.2,--
SHENANDOAH ELEM.  (5800),Eng. Language Arts,Total,Total,Third Grade,2015,20,,20,*,*,13,65,*,20,*,10,*,5,,2356.7,--
SHENANDOAH ELEM.  (5800),Eng. Language Arts,Total,Total,Fourth Grade,2015,27,,27,*,*,18,66.7,*,22.2,*,7.4,*,*,,2397,--
SHENANDOAH ELEM.  (5800),Eng. Language Arts,Total,Total,Fifth Grade,2015,15,,15,*,*,*,53.3,*,26.7,*,13.3,*,6.7,,2438.3,--
SHENANDOAH ELEM.  (5800),Eng. Language Arts,Total,Total,Sixth Grade,2015,12,,12,*,*,*,50,*,25,*,16.7,*,8.3,,2470.1,--
SHENANDOAH ELEM.  (5800),Mathematics,Total,Total,Third Grade,2015,20,,20,*,*,11,55,*,25,*,15,*,5,,2373.2,--
SHENANDOAH ELEM.  (5800),Mathematics,Total,Total,Fourth Grade,2015,26,,26,*,*,*,30.8,10,38.5,*,23.1,*,7.7,,2446.7,--
SHENANDOAH ELEM.  (5800),Mathematics,Total,Total,Fifth Grade,2015,15,,15,*,*,10,66.7,*,26.7,*,*,*,6.7,,2423,--
SHENANDOAH ELEM.  (5800),Mathematics,Total,Total,Sixth Grade,2015,12,,12,*,*,*,75,*,16.7,*,8.3,*,*,,2403.8,--
SHENANDOAH ELEM.  (5800),Science,Total,Total,Fifth Grade,2015,15,,15,*,*,*,46.7,*,46.7,*,*,*,6.7,,630.1,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Eng. Language Arts,Total,Total,Third Grade,2015,46,,44,*,*,17,38.6,15,34.1,*,15.9,*,11.4,,2393.2,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Eng. Language Arts,Total,Total,Fourth Grade,2015,32,,30,*,6.3,18,60,*,30,*,6.7,*,*,,2387,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Eng. Language Arts,Total,Total,Fifth Grade,2015,33,,32,*,*,16,50,*,25,*,15.6,*,9.4,,2454.1,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Eng. Language Arts,Total,Total,Sixth Grade,2015,19,,17,*,10.5,*,52.9,*,11.8,*,35.3,*,*,,2475.9,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Mathematics,Total,Total,Third Grade,2015,45,,45,*,*,16,35.6,13,28.9,14,31.1,*,*,,2388.8,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Mathematics,Total,Total,Fourth Grade,2015,32,,32,*,*,14,43.8,14,43.8,*,9.4,*,*,,2420.5,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Mathematics,Total,Total,Fifth Grade,2015,33,,33,*,*,16,48.5,12,36.4,*,9.1,*,6.1,,2448.6,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Mathematics,Total,Total,Sixth Grade,2015,18,,18,*,*,10,55.6,*,33.3,*,*,*,11.1,,2451.8,--
SIGEL ELEM. COMM. ED. CTR.  (5860),Science,Total,Total,Fifth Grade,2015,33,,33,*,*,17,51.5,14,42.4,*,*,*,6.1,,623.7,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Eng. Language Arts,Total,Total,Sixth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2257,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Eng. Language Arts,Total,Total,Seventh Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2510,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Eng. Language Arts,Total,Total,Eighth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2357.5,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Mathematics,Total,Total,Sixth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2440,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Mathematics,Total,Total,Seventh Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2436.5,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Mathematics,Total,Total,Eighth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,2321,--
STEVENS MIDDLE COMMUNITY ED.  (3400),Science,Total,Total,Eighth Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,571,--
SUMNER HIGH  (1800),Eng. Language Arts,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,*,*,*,*,*,*,*,,0,--
SUMNER HIGH  (1800),Science,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,*,*,50,*,50,*,*,,0,--
VASHON HIGH  (1830),Eng. Language Arts,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,25,*,*,*,50,*,25,,0,--
VASHON HIGH  (1830),Mathematics,Total,Total,Eleventh Grade,2015,*,,*,*,*,*,75,*,25,*,*,*,*,,0,--
VASHON HIGH  (1830),Science,Total,Total,Eleventh Grade,2015,*,,*,*,50,*,*,*,*,*,66.7,*,33.3,,0,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Eng. Language Arts,Total,Total,Third Grade,2015,21,,21,*,*,10,47.6,*,42.9,*,9.5,*,*,,2361.4,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Eng. Language Arts,Total,Total,Fourth Grade,2015,24,,24,*,*,18,75,*,12.5,*,8.3,*,*,,2359.3,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Eng. Language Arts,Total,Total,Fifth Grade,2015,12,,12,*,*,*,66.7,*,8.3,*,16.7,*,8.3,,2433,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Eng. Language Arts,Total,Total,Sixth Grade,2015,12,,12,*,*,*,33.3,*,33.3,*,8.3,*,25,,2501.1,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Mathematics,Total,Total,Third Grade,2015,21,,21,*,*,*,38.1,*,28.6,*,14.3,*,19,,2400.7,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Mathematics,Total,Total,Fourth Grade,2015,24,,24,*,*,14,58.3,*,33.3,*,8.3,*,*,,2397,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Mathematics,Total,Total,Fifth Grade,2015,12,,12,*,*,*,75,*,16.7,*,*,*,8.3,,2428.1,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Mathematics,Total,Total,Sixth Grade,2015,12,,12,*,*,*,16.7,*,75,*,8.3,*,*,,2483.3,--
WALBRIDGE ELEM. COMMUNITY ED.  (5960),Science,Total,Total,Fifth Grade,2015,12,,12,*,*,*,58.3,*,25,*,*,*,16.7,,625,--
WASHINGTON MONTESSORI  (6010),Eng. Language Arts,Total,Total,Third Grade,2015,49,,49,*,*,13,26.5,22,44.9,11,22.4,*,6.1,,2398.6,--
WASHINGTON MONTESSORI  (6010),Eng. Language Arts,Total,Total,Fourth Grade,2015,47,,47,*,*,14,29.8,12,25.5,13,27.7,*,17,,2452.1,--
WASHINGTON MONTESSORI  (6010),Eng. Language Arts,Total,Total,Fifth Grade,2015,33,,33,*,*,18,54.5,*,24.2,*,21.2,*,*,,2444.5,--
WASHINGTON MONTESSORI  (6010),Mathematics,Total,Total,Third Grade,2015,49,,49,*,*,14,28.6,10,20.4,18,36.7,*,14.3,,2422.6,--
WASHINGTON MONTESSORI  (6010),Mathematics,Total,Total,Fourth Grade,2015,47,,47,*,*,16,34,24,51.1,*,14.9,*,*,,2426.9,--
WASHINGTON MONTESSORI  (6010),Mathematics,Total,Total,Fifth Grade,2015,33,,33,*,*,20,60.6,12,36.4,*,*,*,*,,2438.9,--
WASHINGTON MONTESSORI  (6010),Science,Total,Total,Fifth Grade,2015,33,,33,*,*,17,51.5,15,45.5,*,*,*,*,,624.3,--
WOERNER ELEM.  (5970),Eng. Language Arts,Total,Total,Third Grade,2015,79,,77,*,*,28,36.4,17,22.1,13,16.9,19,24.7,,2410.1,--
WOERNER ELEM.  (5970),Eng. Language Arts,Total,Total,Fourth Grade,2015,52,,51,*,*,19,37.3,11,21.6,11,21.6,10,19.6,,2446,--
WOERNER ELEM.  (5970),Eng. Language Arts,Total,Total,Fifth Grade,2015,60,,59,*,*,16,27.1,16,27.1,21,35.6,*,10.2,,2484.1,--
WOERNER ELEM.  (5970),Mathematics,Total,Total,Third Grade,2015,79,,79,*,*,25,31.6,25,31.6,26,32.9,*,*,,2403.6,--
WOERNER ELEM.  (5970),Mathematics,Total,Total,Fourth Grade,2015,53,,53,*,*,21,39.6,20,37.7,10,18.9,*,*,,2424.2,--
WOERNER ELEM.  (5970),Mathematics,Total,Total,Fifth Grade,2015,60,,60,*,*,29,48.3,19,31.7,*,11.7,*,8.3,,2462.1,--
WOERNER ELEM.  (5970),Science,Total,Total,Fifth Grade,2015,60,,60,*,*,11,18.3,33,55,13,21.7,*,5,,648,--
WOODWARD ELEM.  (6120),Eng. Language Arts,Total,Total,Third Grade,2015,57,,56,*,*,34,60.7,16,28.6,*,5.4,*,5.4,,2348.7,--
WOODWARD ELEM.  (6120),Eng. Language Arts,Total,Total,Fourth Grade,2015,43,,42,*,*,23,54.8,*,16.7,*,16.7,*,11.9,,2415.4,--
WOODWARD ELEM.  (6120),Eng. Language Arts,Total,Total,Fifth Grade,2015,48,,48,*,*,18,37.5,14,29.2,12,25,*,8.3,,2459.2,--
WOODWARD ELEM.  (6120),Mathematics,Total,Total,Third Grade,2015,57,,57,*,*,34,59.6,15,26.3,*,10.5,*,*,,2374,--
WOODWARD ELEM.  (6120),Mathematics,Total,Total,Fourth Grade,2015,43,,43,*,*,21,48.8,17,39.5,*,9.3,*,*,,2411.4,--
WOODWARD ELEM.  (6120),Mathematics,Total,Total,Fifth Grade,2015,48,,48,*,*,32,66.7,12,25,*,*,*,*,,2433.2,--
WOODWARD ELEM.  (6120),Science,Total,Total,Fifth Grade,2015,48,,48,*,*,14,29.2,29,60.4,*,8.3,*,*,,636.5,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Eng. Language Arts,Total,Total,Sixth Grade,2015,46,,46,*,*,30,65.2,*,17.4,*,15.2,*,*,,2429.2,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Eng. Language Arts,Total,Total,Seventh Grade,2015,183,,183,*,*,105,57.4,48,26.2,29,15.8,*,*,,2467.3,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Eng. Language Arts,Total,Total,Eighth Grade,2015,185,,185,*,*,103,55.7,65,35.1,16,8.6,*,*,,2469.2,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Mathematics,Total,Total,Sixth Grade,2015,46,,46,*,*,36,78.3,*,17.4,*,*,*,*,,2414.1,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Mathematics,Total,Total,Seventh Grade,2015,182,,182,*,*,148,81.3,32,17.6,*,*,*,*,,2406.1,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Mathematics,Total,Total,Eighth Grade,2015,183,,183,*,*,157,85.8,21,11.5,*,*,*,*,,2421.8,--
YEATMAN-LIDDELL MIDDLE SCHOOL  (2080),Science,Total,Total,Eighth Grade,2015,184,,184,*,*,133,72.3,44,23.9,*,*,*,*,,648.4,--
